group,names,scores,logfoldchanges,pvals,pvals_adj
9,Itgb7,48.590378,3.5823617,0.0,0.0
9,Rps27a,48.53463,1.4000237,0.0,0.0
9,RT1-DMb,48.419903,2.4043498,0.0,0.0
9,S100a4,48.298294,2.1281214,0.0,0.0
9,Rpl18a,48.229527,1.3770117,0.0,0.0
9,Rps6-1,48.17695,1.4741536,0.0,0.0
9,Rnase2,48.175583,5.5467668,0.0,0.0
9,Rps12,47.802063,1.2805042,0.0,0.0
9,Itm2b,47.759884,1.4383541,0.0,0.0
9,Taldo1,47.746063,1.7400069,0.0,0.0
10,Cd74,73.15317,4.8698087,0.0,0.0
10,AABR07060872.1,68.02816,4.940366,0.0,0.0
10,Cd79a,66.36688,4.7671885,0.0,0.0
10,Ighm,58.358135,4.2625985,0.0,0.0
10,Rps11,56.78735,2.12917,0.0,0.0
10,Fcmr,52.8741,6.444132,0.0,0.0
10,RT1-Db1,49.819813,3.554689,0.0,0.0
10,Ms4a1,47.827637,7.7234144,0.0,0.0
10,RT1-Da,47.824055,3.6779945,0.0,0.0
10,Cd83,46.645145,3.3699737,0.0,0.0
10,Cxcr4,46.609837,2.5000944,0.0,0.0
10,Rpl35,42.74032,1.4441137,0.0,0.0
10,Rps27,40.654427,1.1515411,0.0,0.0
10,Ifi30,39.580017,2.2736504,0.0,0.0
10,Rpl13a,39.564095,1.2685645,0.0,0.0
10,Cd69,39.551228,3.7141964,0.0,0.0
10,Cd79b,38.390007,3.8317301,0.0,0.0
10,Hsp90ab1,38.312572,1.3481553,0.0,0.0
10,RT1-Ba,37.975533,3.270971,0.0,0.0
10,Plac8,37.94866,2.2807703,0.0,0.0
10,Rps15,37.100895,1.1919717,2.7176805232881978e-301,1.5104582276801772e-298
10,Crem,36.57575,2.1023593,6.95062216564126e-293,3.5804180521547175e-290
10,ENSRNOG00000064589,36.50026,4.2525034,1.0984787442250745e-291,5.523778828103233e-289
10,Rpl26,36.371998,1.2687451,1.1801497134369562e-289,5.66471862449739e-287
10,Rpl17,36.272503,1.1806263,4.391210847669208e-288,2.0609416245060818e-285
10,Btg1,35.681328,1.246087,7.702177908097845e-279,3.388958279563052e-276
10,Rps8,35.4902,1.1808202,6.962578090355104e-276,2.940992985365996e-273
10,Rpl24,35.42031,1.230794,8.312754776876003e-275,3.376257324761946e-272
10,Rps23,35.39982,1.1353328,1.7185397987440354e-274,6.848218971598873e-272
10,Rpl23a,35.28947,1.2276746,8.518413977260933e-273,3.271070967268198e-270
10,Cd72,35.20309,3.2416751,1.7933548675799712e-271,6.644851719875262e-269
10,ENSRNOG00000070540,35.161648,4.271388,7.716155293356666e-271,2.809744824063669e-268
10,Ccr7,34.11179,3.9429145,4.932505088837486e-255,1.6277266793163703e-252
10,Rel,33.80444,2.2607732,1.6972189165279568e-250,5.514655925703146e-248
10,Rps29,33.505306,0.944399,4.034259996805176e-246,1.2909631989776562e-243
10,LOC687780,33.503304,0.8641504,4.3141841955283465e-246,1.3599338837247565e-243
10,Rpl27,32.53858,1.0970203,3.0370945535213147e-232,9.16334813862431e-230
10,Rpl5,32.372086,1.185825,6.784338039843491e-230,2.0181016817111906e-227
10,Rpl18a,32.29701,1.07781,7.705264118085139e-229,2.2292490160816183e-226
10,Rps6-1,31.894894,1.1204332,3.1428223371358277e-223,8.969784832474146e-221
10,Rpl34,31.628477,1.0551965,1.4993282539867963e-219,4.008330724582423e-217
10,Rps15a,31.597118,1.1175169,4.0444628725227156e-219,1.0677381983459968e-216
10,Rps14,31.527166,0.9677545,3.687038160358542e-218,9.613610610712642e-216
10,Rps3,31.234371,1.018671,3.6398128324675797e-214,9.043864355495916e-212
10,Rps16,30.603533,1.0067676,1.0984377749895472e-205,2.606629866042611e-203
10,Rps24,29.991455,1.0321338,1.2684250702193965e-197,2.7335854574524135e-195
10,Mt-co3,29.990953,0.8335346,1.2876311923316406e-197,2.7469465436408335e-195
10,Rpl30l2,29.95316,1.06654,4.0022041754281973e-197,8.452655218504353e-195
10,Rplp1,29.794378,0.93796855,4.619990627211416e-195,9.66081208383219e-193
10,Rps4x,29.77896,1.0664108,7.316847463856931e-195,1.5150178278103763e-192
11,Np4,67.7743,6.9332147,0.0,0.0
11,RatNP-3b,63.52313,6.670052,0.0,0.0
11,Defa5,62.002678,6.6201715,0.0,0.0
11,Serpinb1a,58.291763,3.691544,0.0,0.0
11,Hmgn2,57.739452,3.0427945,0.0,0.0
11,Srgn,56.4112,3.289218,0.0,0.0
11,Nkg7,52.170773,5.3561234,0.0,0.0
11,Ms4a3,50.249607,7.0246344,0.0,0.0
11,LOC24906,48.61,3.1733465,0.0,0.0
11,Camp,46.973186,4.0339627,0.0,0.0
11,Defa5-ps2,45.248688,6.4287624,0.0,0.0
11,Mpo,44.408344,5.493884,0.0,0.0
11,Mgst1,43.500977,2.7359564,0.0,0.0
11,S100a8,42.578583,3.015118,0.0,0.0
11,Serpinb10,40.913433,3.3158357,0.0,0.0
11,LOC120099372,40.629555,2.7170882,0.0,0.0
11,S100a9,38.904762,2.600216,0.0,0.0
11,Defa11,38.021656,6.891128,0.0,0.0
11,Cox5a,36.45497,1.6385447,5.738125362894527e-291,4.661123371705093e-288
11,Dstn,36.08765,1.557109,3.542931112041616e-285,2.7713594476414415e-282
11,Fam111a,35.26103,2.4731,2.324991697214769e-272,1.6367941548391973e-269
11,Hmgb2,34.94561,1.9572693,1.5097308833358037e-267,1.028565040517812e-264
11,Sri,34.87155,1.8376265,2.007222412382693e-266,1.3247667921725773e-263
11,Plac8,34.6451,2.0582857,5.294255911921266e-263,3.38832378362961e-260
11,Ctsg,34.53599,5.3681374,2.3133736015670644e-261,1.4370132489734236e-258
11,Hmgb2l1,34.27601,2.0156507,1.7876094545657196e-257,1.0786946194407998e-254
11,Anxa1,34.09991,1.5183167,7.398201254086144e-255,4.340278069063871e-252
11,Elane,33.534954,4.9684377,1.4920078516342892e-246,8.079796365773382e-244
11,Plscr1,33.497013,2.3575854,5.327064341235697e-246,2.812689972172448e-243
11,B4galt6,33.1984,2.6847587,1.1354595632950662e-241,5.709739518283762e-239
11,Arhgdib,32.49749,1.5723066,1.1569907935809648e-231,5.6827082698674365e-229
11,Tkt,32.32282,1.6478074,3.343843258746907e-229,1.6050447641985155e-226
11,Dut,32.050938,2.0277205,2.1302432238646376e-225,9.997941530671366e-223
11,Mctp1,31.648119,3.0346467,8.04884158451143e-220,3.616841154571945e-217
11,Clec12a,31.46802,2.257452,2.3799117351546626e-217,1.0257905274789076e-214
11,Alas1,30.348583,2.319915,2.623015689315801e-202,1.1079618271669944e-199
11,Sun2,30.135244,2.2077253,1.6742476724131476e-199,6.800021315647246e-197
11,Prtn3,30.108603,5.590863,3.738831055060927e-199,1.489888903450694e-196
11,C3,29.7202,2.503094,4.2106852994661486e-194,1.5880298843700902e-191
11,Degs2,29.473234,3.068854,6.344256825551322e-191,2.310184554407654e-188
11,Ggh,29.4244,2.7819169,2.6771103614659566e-190,9.423428472360167e-188
11,Rpia,29.386568,2.2380443,8.154033513692897e-190,2.823167013265475e-187
11,Rgcc,28.981083,1.4861139,1.1393479911787732e-184,3.759848370889952e-182
11,H2az1,28.472502,1.1154125,2.5664369395309924e-178,8.338945871214548e-176
11,Tuba4a,27.974426,1.7381787,3.326868580973459e-172,1.0037637775737064e-169
11,Plbd1,27.866323,2.5455515,6.8314713068058e-171,1.9764475890375135e-168
11,Syne1,27.76309,2.290151,1.2110769472349205e-169,3.4564790710272324e-167
11,Gpi,27.64728,1.4129114,3.0090544084034086e-168,8.473497214063999e-166
11,Anxa3,27.626673,2.1932101,5.3221937910731515e-168,1.4790096429929598e-165
11,Txn1,26.95685,0.925063,4.7413395459142045e-160,1.283808861662923e-157
12,Hbb,80.9272,8.946384,0.0,0.0
12,Hba-a1,80.59793,8.89189,0.0,0.0
12,Ahsp,78.384995,8.775054,0.0,0.0
12,Car2,77.05095,7.6635537,0.0,0.0
12,Gypa,67.1221,8.306332,0.0,0.0
12,Slc4a1,64.35321,7.4474916,0.0,0.0
12,Prdx2,63.300518,3.3422928,0.0,0.0
12,Ybx3,57.84556,3.4066803,0.0,0.0
12,Alas2,56.380474,7.8475165,0.0,0.0
12,Glrx5,53.866867,3.400149,0.0,0.0
12,Hemgn,48.851147,7.834304,0.0,0.0
12,Rhd,45.00362,8.044865,0.0,0.0
12,RGD1565355,44.16259,3.5800955,0.0,0.0
12,Tmcc2,43.698357,6.5021877,0.0,0.0
12,Lgals5,41.790848,7.7334914,0.0,0.0
12,Fech,40.457943,5.4269466,0.0,0.0
12,Hmbs,40.06708,4.5529513,0.0,0.0
12,Slc25a37,40.059757,4.0725007,0.0,0.0
12,Blvrb,39.733418,3.6394434,0.0,0.0
12,Sec61g,39.633873,1.6246529,0.0,0.0
12,Tfrc,38.901726,3.3682246,0.0,0.0
12,Rhag,37.314354,7.829029,9.602311434220027e-305,3.3246035654217535e-302
12,Bcas2,36.048237,2.8833747,1.469718431764401e-284,4.434350468409163e-282
12,Spta1,35.39612,7.6237044,1.9591622869859467e-274,5.37370227287574e-272
12,Tent5c,35.199875,3.253986,2.008505240550294e-271,5.302453835052776e-269
12,ENSRNOG00000067332,34.553974,2.1039839,1.24240599474478e-261,2.9482713043831183e-259
12,Mgst3,34.484673,4.2179356,1.3615498497379863e-260,3.159992618292997e-258
12,Urod,34.290222,3.5290513,1.0977347560321967e-257,2.4404376891999993e-255
12,Aqp1,34.044178,3.1890955,4.949422513644682e-254,1.0776474586409864e-251
12,Klf1,32.808895,6.9315457,4.397015098925951e-236,8.844281798982483e-234
12,Cpox,31.804781,4.205769,5.559270616330094e-222,1.0121706501456173e-219
12,Sptb,31.793936,6.911646,7.850964141365231e-222,1.417199680902852e-219
12,Xpo7,31.528906,4.598757,3.4900886987127624e-218,6.246667230238435e-216
12,Mki67,31.223906,3.0778399,5.048281269065873e-214,8.739319705136987e-212
12,Atp5if1,30.576174,1.4636685,2.5386849648809026e-205,4.1563586401771054e-203
12,Kel,30.308046,7.4990745,8.980524970030481e-202,1.394622701228263e-199
12,Myo5c,29.891958,7.6062484,2.5032238127383557e-196,3.7762919232167196e-194
12,Bnip3l,29.796453,1.9129452,4.342534384988138e-195,6.504562142620531e-193
12,Ucp2,29.416237,1.6134918,3.4047800111943806e-190,4.9936773497517584e-188
12,Ube2c,29.411331,2.5751908,3.9339575629245545e-190,5.730012670963213e-188
12,Rbm38,28.669903,1.8239236,9.055835420018355e-181,1.1806126177209114e-178
12,Emb,28.572193,1.5369155,1.4891326072462761e-179,1.9294773414135797e-177
12,Bpgm,28.397156,3.6892729,2.1924698970865732e-177,2.806361468270814e-175
12,Isca1,27.717579,2.570606,4.2872913805752536e-169,4.975142525151063e-167
12,Arf5,27.47903,1.3257433,3.126853792615251e-166,3.4217177253903677e-164
12,Hist3h2ba,27.450253,4.6754475,6.899547286719281e-166,7.434614219158736e-164
12,Trak2,26.889484,3.8547957,2.91515213659924e-159,2.9318101488083783e-157
12,Ubac1,26.439062,3.4966578,4.874599620357705e-154,4.575624176975766e-152
12,Mkrn1,25.984076,2.3764637,7.495723155461396e-149,6.823692803592443e-147
12,H1f4,25.927042,2.325453,3.301136508239209e-148,2.979487310000517e-146
13,Cd74,59.156013,4.829625,0.0,0.0
13,RT1-Ba,57.72647,5.274961,0.0,0.0
13,RT1-Da,57.1473,5.244145,0.0,0.0
13,RT1-Db1,56.06544,4.924773,0.0,0.0
13,RT1-Bb,52.55642,4.879732,0.0,0.0
13,Cst3,50.698044,3.3185163,0.0,0.0
13,Rplp0,50.57891,1.5107379,0.0,0.0
13,Ifi30,50.565147,2.9584558,0.0,0.0
13,Rpl10,48.488182,1.707233,0.0,0.0
13,Syngr2,47.30874,3.233351,0.0,0.0
13,Ifitm1,46.90926,2.946439,0.0,0.0
13,Lsp1,43.57894,2.4185529,0.0,0.0
13,Cst7,42.987503,3.7727058,0.0,0.0
13,Rps2,42.141296,1.5727367,0.0,0.0
13,Rps27a,41.82293,1.5085607,0.0,0.0
13,Atox1,41.799477,2.159581,0.0,0.0
13,Zc3h10,41.77961,1.270099,0.0,0.0
13,RT1-DMa,41.63939,2.7123852,0.0,0.0
13,Tmsb10,41.219334,1.6626298,0.0,0.0
13,Nr4a3,40.722237,3.1467779,0.0,0.0
13,LOC102547700,40.666553,2.4117093,0.0,0.0
13,Actb,40.60795,1.0396895,0.0,0.0
13,Ikzf4,40.414753,1.4535606,0.0,0.0
13,Psmb9,39.985134,2.330325,0.0,0.0
13,Nr4a2,39.844574,3.1267588,0.0,0.0
13,Rpl18a,39.66984,1.465946,0.0,0.0
13,Eef1a1,38.89568,1.3323272,0.0,0.0
13,Id2,38.88978,2.4721222,0.0,0.0
13,Rpl27,38.837345,1.4200691,0.0,0.0
13,Rps4x,38.70889,1.583439,0.0,0.0
13,Rps19,38.578987,1.5582734,0.0,0.0
13,Mt-co2,38.470787,1.4103193,0.0,0.0
13,Rel,38.397606,2.121555,0.0,0.0
13,Rpl14,38.215656,1.5051885,0.0,0.0
13,Rpl15,38.082245,1.5228807,0.0,0.0
13,RT1-DMb,37.986385,2.6447246,0.0,0.0
13,Psme1,37.86307,2.0512664,0.0,0.0
13,Rps25,37.835667,1.4889998,0.0,0.0
13,Rps23,37.79233,1.3278804,0.0,0.0
13,Pfn1,37.731163,1.1058699,0.0,0.0
13,Fgl2,37.678455,2.8507626,0.0,0.0
13,B3galt4,37.66955,1.5641423,1.56589179091393e-310,7.874198720024346e-308
13,Rgs1,37.33906,2.3776016,3.8159114998330606e-305,1.8742337413133542e-302
13,Nap1l1,37.333694,1.8279672,4.663305655659396e-305,2.23838671471651e-302
13,Ckb,37.196198,2.1558175,7.862275198892892e-303,3.6900278266803976e-300
13,LOC100360413,37.18181,1.5708696,1.3430279018919585e-302,6.166249845208296e-300
13,Bcl2a1,37.179874,2.3368545,1.4432692633243205e-302,6.485499327959499e-300
13,Cd83,37.163704,2.2905629,2.6339024370632184e-302,1.1589170723078162e-299
13,Rps6-1,36.958916,1.4967535,5.237439260743731e-299,2.2574432078960734e-296
13,Rps24,36.884388,1.4613914,8.22392655601275e-298,3.4737865772597854e-295
14,Mfap5,54.83183,5.4723177,0.0,0.0
14,Sfrp4,54.633717,6.3063455,0.0,0.0
14,Ackr3,54.181377,5.4593472,0.0,0.0
14,Serping1,53.842045,5.328916,0.0,0.0
14,Clec3b,53.691456,6.7898836,0.0,0.0
14,Htra3,53.280437,6.0178366,0.0,0.0
14,C4b,53.176575,6.992477,0.0,0.0
14,Dcn,53.045654,4.846132,0.0,0.0
14,Dpt,52.252182,4.8650427,0.0,0.0
14,Col3a1,52.222187,3.921683,0.0,0.0
14,C1s,52.05822,4.8365436,0.0,0.0
14,Serpinf1,51.4494,4.2908816,0.0,0.0
14,Cxcl12,51.419228,5.5458584,0.0,0.0
14,Col14a1,51.259937,5.060594,0.0,0.0
14,C1r,51.213768,4.341546,0.0,0.0
14,Rarres2,51.210182,4.5578732,0.0,0.0
14,C4a,50.745743,5.9706306,0.0,0.0
14,Igfbp6,50.68701,4.6258345,0.0,0.0
14,Gfpt2,50.36301,4.763425,0.0,0.0
14,Has1,50.285275,5.06518,0.0,0.0
14,LOC108348067,49.749043,4.9821773,0.0,0.0
14,Mfap2,49.37818,4.977579,0.0,0.0
14,Ctsl,49.11824,3.527871,0.0,0.0
14,Mmp2,48.79459,3.9559846,0.0,0.0
14,Ccdc80,48.36147,4.292463,0.0,0.0
14,Mt2A,48.167156,4.582702,0.0,0.0
14,Fstl1,48.11028,3.914103,0.0,0.0
14,Il33,48.054996,6.0315366,0.0,0.0
14,Plat,48.04997,4.3501716,0.0,0.0
14,Col1a1,47.379932,3.3179579,0.0,0.0
14,Cfb,47.242317,3.6951282,0.0,0.0
14,Fndc1,46.81956,4.263949,0.0,0.0
14,Ugdh,46.811935,4.0383053,0.0,0.0
14,Tnfaip6,46.333427,3.7546566,0.0,0.0
14,Mt1,46.14936,3.9246032,0.0,0.0
14,Ubxn1,45.990185,3.3621352,0.0,0.0
14,Loxl1,45.621803,3.9839218,0.0,0.0
14,Col1a2,45.38621,3.1620004,0.0,0.0
14,Mfap4,45.33766,4.1577387,0.0,0.0
14,Ifitm3,45.331154,3.6098394,0.0,0.0
14,Sparc,44.58072,3.317155,0.0,0.0
14,Ctsh,44.548573,2.8155935,0.0,0.0
14,Il6,43.834362,4.577619,0.0,0.0
14,Sod3,43.82268,4.2826586,0.0,0.0
14,Pcolce,43.588913,3.3711503,0.0,0.0
14,Nbl1,43.57076,3.7748117,0.0,0.0
14,Fn1,43.516018,2.7751777,0.0,0.0
14,Ly6e,43.37016,3.1724565,0.0,0.0
14,Gpx3,43.349518,3.4304068,0.0,0.0
14,Lum,43.09503,3.1824696,0.0,0.0
15,Ebf1,44.83265,5.2066154,0.0,0.0
15,Clvs1,38.936794,4.1507554,0.0,0.0
15,Mt-co3,31.803322,1.5561529,5.823615591252789e-222,1.7570680183894127e-218
15,ENSRNOG00000062930,28.518326,2.5992944,6.942867748233933e-179,1.0473811917335761e-175
15,Mt-atp6,28.086025,1.3738302,1.4513259116464132e-173,1.9157502033732656e-170
15,Mt-co1,26.20345,1.0834494,2.4274637522768204e-151,2.136168102003602e-148
15,Mt-nd1,26.049135,1.4904174,1.3760296933817613e-149,1.1177595047778002e-146
15,Mt-nd2,25.51817,1.4167393,1.2391813668407454e-143,9.346968024170194e-141
15,Mt-cyb,25.279852,1.3153404,5.321186394690164e-141,3.87529160882263e-138
15,Bach2,25.048836,4.6810446,1.797560348547507e-138,1.1166021929800986e-135
15,Mt-nd4,23.88504,1.4074177,4.3813690962270455e-126,2.103057166188982e-123
15,H4f3,22.81314,3.5697134,3.395799555992072e-115,1.258233098641273e-112
15,Mt-co2,22.495323,1.230855,4.612174362203923e-112,1.5461765480912196e-109
15,Spats1,22.261288,4.8654995,8.769217698682134e-110,2.8493211968641026e-107
15,Mt-nd3,19.998535,1.3260944,5.671392820458779e-89,1.1090723737786056e-86
15,H1f4,19.488997,3.1094737,1.3612410849058891e-84,2.1779857358494224e-82
15,Foxp1,19.293888,2.8702447,6.0451892582703e-83,8.805130836873705e-81
15,Aff3,18.8534,4.7789655,2.7555381337235934e-79,3.484848226601334e-77
15,H1f5,18.574972,3.6992295,5.1232357300782716e-77,6.044845732919167e-75
15,Mt-nd5,18.466888,1.5049529,3.814419027615697e-76,4.378289666480626e-74
15,Arhgap15,18.414604,2.7394753,1.0032144084903982e-75,1.1093135239433095e-73
15,Hist1h2bo,17.954252,4.2333546,4.445337718576694e-72,4.346552435941656e-70
15,ENSRNOG00000062927,17.069462,3.0955315,2.5049579106388626e-65,1.9099173672452268e-63
15,Cecr2,16.955769,4.0751743,1.7446772820909985e-64,1.3020347773060739e-62
15,Mgat5,16.835112,4.316333,1.349323171376795e-63,9.660239111687428e-62
15,ENSRNOG00000068602,16.726492,4.461869,8.404591528131647e-63,5.9168324358046795e-61
15,hist1h2ail2,16.669373,3.1983488,2.188830069288237e-62,1.5206608902423541e-60
15,Srrm2,16.218925,1.4338014,3.706251353497051e-59,2.2954847092626896e-57
15,Hist1h4m-3,16.014446,4.154777,1.0130608355434669e-57,5.943290235188339e-56
15,Mki67,15.481484,2.9919546,4.626740022925152e-54,2.354620464679017e-52
15,Arid1b,15.478772,3.5700479,4.8259467832871094e-54,2.450096059207302e-52
15,Prpf4b,15.395495,2.304931,1.7547534331973636e-53,8.679248831177592e-52
15,LOC102549173-2,15.251403,3.6276546,1.6113274213158148e-52,7.787467995009155e-51
15,Rbm39,15.125021,0.96460116,1.1076543248977097e-51,5.164163210119123e-50
15,Tra2b,14.719663,1.3992634,4.820616490841438e-49,2.016067728446954e-47
15,Camk2d,14.583735,3.6808636,3.5646592926552083e-48,1.4422529551892336e-46
15,Fryl,14.102779,3.6568336,3.651026364213108e-45,1.3317733473606363e-43
15,ENSRNOG00000066901,13.738857,4.101047,5.940588123705319e-43,2.0138879802994596e-41
15,Bcar3,13.70036,3.7711978,1.0102115192075052e-42,3.4028177489094916e-41
15,Mt-atp8,13.074471,1.14549,4.607568624862641e-39,1.3764052242871142e-37
15,Sfpq,12.889799,1.5942396,5.137773982129427e-38,1.4905190453650207e-36
15,Hist1h4b,12.843908,5.787756,9.305524182156382e-38,2.684872550917251e-36
15,Tex14,12.339456,3.7959795,5.553020382738633e-35,1.442555848504796e-33
15,Myb,12.25919,2.4330606,1.499932318598996e-34,3.8351780349649875e-33
15,Ankrd33b,11.716959,2.5972853,1.0435052885591844e-31,2.4007441932864898e-30
15,H2bc18,11.668215,3.9029906,1.8527000532581276e-31,4.221038309041171e-30
15,Nbr1,11.429955,2.5024505,2.9626282347846647e-30,6.443945243939456e-29
15,Prkce,11.343414,4.314551,7.99625022031024e-30,1.7162683399690271e-28
15,Tmem131l,11.246315,2.808839,2.4147060297719482e-29,5.069442479998364e-28
15,Mt-nd4l,11.175059,1.1126107,5.401402213417084e-29,1.1195055421724124e-27
16,Igfbp7,45.873837,6.1398897,0.0,0.0
16,Col4a1,40.62028,5.4683285,0.0,0.0
16,Tm4sf1,39.617588,6.584989,0.0,0.0
16,Hspb1,35.87617,4.2141356,7.188386011802826e-282,3.795467814231892e-278
16,Gng11,32.27357,3.6439493,1.6432131854244386e-228,6.940932495232828e-225
16,Cavin3,31.18663,3.5723088,1.6175036335547836e-213,5.6936127901128387e-210
16,Pdlim1,30.53627,4.067191,8.604417548789467e-205,2.596075694720479e-201
16,Col18a1,29.696663,5.2357917,8.479589028020511e-194,2.238611503397415e-190
16,Col4a2,29.292866,4.5468936,1.2785138359487326e-188,3.0002458016930256e-185
16,Vps25,28.930109,3.7066727,4.993700162322305e-184,1.0546694742824708e-180
16,Vim,28.745642,1.7459688,1.0268051019019811e-181,1.9714657956518036e-178
16,Crip2,28.576008,3.6367881,1.3351688452926391e-179,2.349897167715045e-176
16,Cav1,28.567566,3.5725875,1.699813772250666e-179,2.7615436053795436e-176
16,Ifi27,28.47391,2.551723,2.4655014510799616e-178,3.7193850462006274e-175
16,Ifitm3,27.906158,2.968404,2.246325759645158e-171,3.1628266695803823e-168
16,Apold1,27.427603,5.828696,1.2855588354294206e-165,1.6969376627668351e-162
16,Sparc,27.312187,2.1619217,3.039504722493208e-164,3.7761376317092094e-161
16,Emp1,27.16977,2.646705,1.4789968961673077e-162,1.7353563581696412e-159
16,Hspa1b,26.987988,2.338774,2.044817306824859e-160,2.2729758694811063e-157
16,Mcam,26.981556,7.264154,2.4330465592418856e-160,2.569297166559431e-157
16,Esam,26.797304,6.4086995,3.4737143610105977e-158,3.49356415735923e-155
16,Sparcl1,26.204277,4.6099396,2.3752333336064467e-151,2.2802240002621887e-148
16,Col15a1,26.160173,3.9374237,7.54986877780244e-151,6.932749069008153e-148
16,Fkbp1a,25.96217,2.2993343,1.3252178216533645e-148,1.1661916830549608e-145
16,Eng,25.543232,4.0742574,6.528619608745374e-144,5.515377845468092e-141
16,Procr,24.276787,3.1235123,3.44825591468116e-130,2.801044804541004e-127
16,Pecam1,24.150532,5.4493556,7.371126131863966e-129,5.7658586631469246e-126
16,C2H1orf54,24.045227,4.3524714,9.36505640709116e-128,7.063928261348761e-125
16,Cd151,23.960876,3.3515446,7.117572787604018e-127,5.183556457730926e-124
16,Plvap,23.87742,7.7276206,5.2575775493612054e-126,3.701334594750288e-123
16,Lmna,23.866266,2.0165997,6.864595336070803e-126,4.67678237089727e-123
16,Cdh5,23.86249,7.8858137,7.513410319721019e-126,4.958850811015873e-123
16,Emcn,23.609076,8.764921,3.109668987478519e-123,1.9901881519862523e-120
16,Serpinh1,22.970972,2.1328957,9.095544002866e-117,5.649937921780292e-114
16,RGD1564664,22.928856,3.9615948,2.3954575487446326e-116,1.445487526556761e-113
16,Flt1,22.813667,6.4535055,3.355206138158853e-115,1.968387601053194e-112
16,Selenom,22.6782,2.4728994,7.35367279246735e-114,4.197555929105687e-111
16,Rhoj,22.52365,3.8637486,2.4347087755307876e-112,1.353185508926585e-109
16,Gnas,22.114777,1.4743199,2.2783644119077153e-108,1.2029764094872737e-105
16,Rhoc,22.015564,2.2691135,2.0431620293461017e-107,1.0524776112143822e-104
16,Myl12b,22.010693,1.244533,2.274923261320234e-107,1.1439614114067464e-104
16,S100a6,21.912586,1.9402894,1.970682350346509e-106,9.459275281663244e-104
16,Fabp4,21.856272,3.4641147,6.7758782946309e-106,3.180145546280103e-103
16,Ehd2,21.820288,3.1147516,1.489181732992033e-105,6.837286565389508e-103
16,Tmsb10,21.782866,1.3367213,3.3730788257815627e-105,1.5157324425639703e-102
16,Rbpms,21.407757,3.2303963,1.1312881863076694e-101,4.977668019753745e-99
16,Tpm4,21.295086,1.6108929,1.2607357182084883e-100,5.4340282384823e-98
16,Serpine1,20.989304,2.564043,8.214185172748767e-98,3.469671816969079e-95
16,Ptms,20.911312,1.8279115,4.224511675951115e-97,1.749444835217403e-94
16,Cdh13,20.719286,3.9780488,2.3209865733036094e-95,9.248912533617402e-93
17,Ifi30,36.636143,4.175723,7.605868779961388e-294,1.6063594863278451e-289
17,Siglech,35.909115,10.593195,2.2016022066107128e-282,2.3248919301809127e-278
17,Rpl31,35.688972,2.5809972,5.861363210775623e-279,4.126399700386039e-275
17,Rnase6,35.114044,8.254173,4.115329024190678e-270,2.172893724772678e-266
17,Cyb561a3,34.935257,6.409624,2.1685394599171527e-267,9.159910678690053e-264
17,Psap,33.32204,2.8181772,1.851662035264432e-243,6.517850364130801e-240
17,Tcf4,33.006084,4.586855,6.643795390363176e-239,2.0045279806352897e-235
17,Plac8,31.700678,3.7240844,1.5206440515841986e-220,4.0145002961822845e-217
17,Spint2,31.564465,4.121036,1.1354155323953423e-218,2.6644417826877365e-215
17,Pld4,31.148874,4.722299,5.253254703182111e-213,1.1094873933120618e-209
17,Gpr171,31.035019,5.5353594,1.8171794203152566e-211,3.4889844870052928e-208
17,Bst2,30.87414,4.0556173,2.657266179516456e-209,4.6767884759489633e-206
17,Serp1,30.834724,2.8356037,8.977153008745765e-209,1.458442088805466e-205
17,Ap1s2,30.526695,3.8505723,1.1529911339686148e-204,1.7393694821012244e-201
17,Tspan13,30.045944,4.5542145,2.4666305295395836e-198,3.473015785591734e-195
17,Cd7,29.871346,6.879904,4.637637726397236e-196,6.121681798844352e-193
17,Cd164,29.748692,2.9000735,1.8030150307313656e-194,2.2399810264144966e-191
17,Ftsj1,29.250673,2.7263806,4.402547425425022e-188,5.165655645832026e-185
17,Rgs1,29.144445,3.8812556,9.824178934603895e-187,1.0920350478886012e-183
17,Rpl10,29.063595,1.7944443,1.0361336857025542e-185,1.0941571721018973e-182
17,Errfi1,28.847742,3.6177273,5.408268089634663e-183,5.439172478718291e-180
17,Grn,28.540602,2.5835295,3.674496304985083e-179,3.52751645278568e-176
17,Tyrobp,27.955992,2.578923,5.574398019247766e-172,5.1187515724570786e-169
17,Cd74,27.847101,3.2489452,1.1678232776050071e-170,1.0276844842924063e-167
17,Jchain,27.775568,4.227991,8.560496254617466e-170,7.231907235900836e-167
17,RT1-Da,27.128777,3.2444189,4.507751674798012e-162,3.661681360451308e-159
17,Runx3,27.00634,4.1225276,1.2450436666551792e-160,9.73900823694718e-158
17,Flt3,26.847977,6.470431,8.905997549367849e-159,6.717666722951748e-156
17,Irf8,26.200697,5.414232,2.609264621659028e-151,1.900264441704782e-148
17,C1qbp,26.060936,2.8270483,1.0113590870996168e-149,7.119967973181303e-147
17,Hpse,26.032999,4.763114,2.0959636201716715e-149,1.427959730904055e-146
17,Blnk,25.934052,3.5384748,2.751719681133618e-148,1.8161349895481877e-145
17,Rgs2,25.922009,2.9089675,3.762025723996746e-148,2.4076964633579173e-145
17,LOC102547700,25.605873,3.1586792,1.3122586175550922e-144,8.15144176551869e-142
