group,names,scores,logfoldchanges,pvals,pvals_adj
8,Rps24,58.60947,1.6750408,0.0,0.0
8,LOC100365810,58.384853,1.6167879,0.0,0.0
8,Rpl37a-ps1,57.69707,1.9123012,0.0,0.0
8,Rpl30,57.36722,1.7327541,0.0,0.0
8,Rpl35,56.531998,1.5975549,0.0,0.0
8,Rpl27,56.503105,1.5162817,0.0,0.0
8,Rpl4,56.312256,1.7316443,0.0,0.0
8,Rplp0,55.889156,1.326663,0.0,0.0
9,Plac8,92.36711,4.7240067,0.0,0.0
9,Fcnb,89.52,6.953072,0.0,0.0
9,Lyz2,85.618805,3.5304704,0.0,0.0
9,Hopx,81.9566,3.8062308,0.0,0.0
9,Ly6c,79.35037,5.36605,0.0,0.0
9,Rpl10,75.846,2.0475395,0.0,0.0
9,Rplp0,68.94733,1.5812657,0.0,0.0
9,Actg1,66.88806,1.469259,0.0,0.0
9,Gpx1,66.637215,2.048142,0.0,0.0
9,Psap,66.6227,2.3199518,0.0,0.0
9,Coro1a,59.86886,2.4588463,0.0,0.0
9,RT1-DMa,59.65788,2.737449,0.0,0.0
9,Ly49si2,58.95364,3.6018012,0.0,0.0
9,Cd14,58.791885,2.9009151,0.0,0.0
9,Ccr2,58.514576,4.4531,0.0,0.0
9,LOC24906,58.453648,3.0376546,0.0,0.0
9,Gm2a,58.369488,2.622693,0.0,0.0
9,S100a6,56.97042,2.3615978,0.0,0.0
9,Rps9,56.35587,1.4163216,0.0,0.0
9,Glipr1,56.14069,2.3714569,0.0,0.0
9,Cybb,55.89913,2.4976447,0.0,0.0
9,Pycard,55.867374,2.7106745,0.0,0.0
9,Pabpc1,55.828312,1.6732773,0.0,0.0
9,Mgst1,54.555977,2.4146466,0.0,0.0
9,Calm1,54.16266,1.5245212,0.0,0.0
9,Rps14,53.20644,1.3987262,0.0,0.0
9,LOC691141,53.047974,2.5799134,0.0,0.0
9,Unc93b1,52.971317,2.5251985,0.0,0.0
9,Rnaset2,51.831226,2.0648139,0.0,0.0
9,Cox5a,51.360935,1.8196286,0.0,0.0
9,Rpl18,51.081104,1.450639,0.0,0.0
9,Tkt,50.96864,1.9590653,0.0,0.0
9,S100a10,50.92069,2.0510473,0.0,0.0
9,LOC687780,50.202724,1.1472244,0.0,0.0
9,Rpl7a,50.04137,1.4968213,0.0,0.0
9,Ctsz,49.474796,2.1480703,0.0,0.0
9,Mgst2,49.472767,2.2280526,0.0,0.0
9,Cd68,49.35705,2.1287186,0.0,0.0
9,Cd302,49.140438,2.1280763,0.0,0.0
9,Rpl24,49.117653,1.4988809,0.0,0.0
